protein2	protein1	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000041189	ENSECAP00000016512	978	PCCA	-0.685203960700695	0.0437659089658408	0.39643027704637	down	DBT	-1.24065948817798	0.0419333658593917	0.392739541886597	down
ENSECAP00000041874	ENSECAP00000024209	715	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down	IARS2	-0.65328785937419	0.00662423853985205	0.229023849644894	down
ENSECAP00000041874	ENSECAP00000049007	887	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up	IARS2	-0.65328785937419	0.00662423853985205	0.229023849644894	down
ENSECAP00000042060	ENSECAP00000001546	910	TST	-0.687654558444065	0.0160530488113094	0.30026395497781	down	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042060	ENSECAP00000006539	936	ME3	0.705456084720035	0.0207883533395378	0.333523864132418	up	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042060	ENSECAP00000010286	928	BCKDHA	-1.39450847628705	0.0384747377285246	0.379017097198019	down	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042060	ENSECAP00000028595	719	PFKP	1.06588001723483	0.00054031199157994	0.074502771434849	up	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042060	ENSECAP00000037158	910	MPST	1.14893274173682	0.0151270010929461	0.30026395497781	up	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042060	ENSECAP00000046422	803	DERA	1.20116038358678	0.0202534157059535	0.332529484817605	up	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up
ENSECAP00000042168	ENSECAP00000020224	950	CCS	1.24960224321642	0.0024816474793307	0.155113343604874	up	SOD3	-0.948221852311271	0.0140281122384836	0.297936512221005	down
ENSECAP00000042223	ENSECAP00000006300	612	DYNC1I2	-1.82583144850611	0.0447610177534793	0.39643027704637	down	TBCA	1.76026766019328	0.0140033329168738	0.297936512221005	up
ENSECAP00000042384	ENSECAP00000005144	697	PSMB4	1.02258773321363	0.0071011978956632	0.231539058147328	up	FGGY	-3.38258253200035	0.0149441891056738	0.30026395497781	down
ENSECAP00000042384	ENSECAP00000012452	737	PSMD11	-0.800391401776047	0.0471201585668744	0.404405277656634	down	FGGY	-3.38258253200035	0.0149441891056738	0.30026395497781	down
ENSECAP00000042384	ENSECAP00000013937	605	PSMB6	2.17485424763146	0.0344717074334055	0.37141561011371	up	FGGY	-3.38258253200035	0.0149441891056738	0.30026395497781	down
ENSECAP00000043037	ENSECAP00000003443	971	VPS35	-0.800163175739872	0.00938329898155439	0.264906550515834	down	SNX12	-2.82852938507017	0.00832818573181907	0.257063332922149	down
ENSECAP00000043037	ENSECAP00000025301	885	SNX5	-1.92810472466665	0.0158987192270485	0.30026395497781	down	SNX12	-2.82852938507017	0.00832818573181907	0.257063332922149	down
ENSECAP00000043405	ENSECAP00000009410	905	CRK	1.16301183954044	0.00672976629796784	0.229023849644894	up	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up
ENSECAP00000043405	ENSECAP00000010496	650	PLCB3	-2.54902936549256	0.0416195136957024	0.39268460338586	down	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up
ENSECAP00000043405	ENSECAP00000018264	838	FGF1	-0.964406566390686	0.0257034156053823	0.341973604175058	down	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up
ENSECAP00000043405	ENSECAP00000018741	653	PLCB1	-1.47275448930109	0.0417280399278279	0.39268460338586	down	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up
ENSECAP00000043405	ENSECAP00000023995	650	SH3GLB1	-1.84052544860065	0.0340560745579299	0.37141561011371	down	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up
ENSECAP00000044262	ENSECAP00000024061	961	LRPAP1	-1.57521935675158	0.00890946251942145	0.264428278621291	down	LRP1	1.28773317993035	0.0092919385147967	0.264906550515834	up
ENSECAP00000044988	ENSECAP00000012317	630	RALB	-2.16884495129044	0.0485922966881943	0.404644485011402	down	SSB	-3.77525606676205	0.00515691765823073	0.213731047141521	down
ENSECAP00000045515	ENSECAP00000016512	645	PCCA	-0.685203960700695	0.0437659089658408	0.39643027704637	down	PANK4	-2.19828391516898	0.0297881248438167	0.363522538565712	down
ENSECAP00000046422	ENSECAP00000024836	972	PGM2	-2.18309990643523	0.00776781851393104	0.249756942496533	down	DERA	1.20116038358678	0.0202534157059535	0.332529484817605	up
ENSECAP00000046422	ENSECAP00000042060	803	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up	DERA	1.20116038358678	0.0202534157059535	0.332529484817605	up
ENSECAP00000046661	ENSECAP00000015947	662	EIF2S1	-2.75656167392752	0.0365409569008225	0.377902875596469	down	EIF2A	-0.999145620796169	0.0421260642837747	0.392739541886597	down
ENSECAP00000047197	ENSECAP00000002587	897	MRPS31	-2.06367611255383	0.0427476712317033	0.394552494350357	down	MRPS36	-1.31245520697832	0.0368401716608879	0.377902875596469	down
ENSECAP00000047197	ENSECAP00000010187	612	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	MRPS36	-1.31245520697832	0.0368401716608879	0.377902875596469	down
ENSECAP00000049007	ENSECAP00000008458	766	TSFM	2.1580409915263	0.0314844181715655	0.364432140335871	up	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000010187	637	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000013879	804	RPS5	2.06392724255073	0.0446591301746405	0.39643027704637	up	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000022904	601	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000024209	828	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000029675	624	MYH14	-2.17861373960528	0.0476518380458196	0.404644485011402	down	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049007	ENSECAP00000041874	887	IARS2	-0.65328785937419	0.00662423853985205	0.229023849644894	down	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up
ENSECAP00000049287	ENSECAP00000007189	761	HNRNPA1	-3.01331465547563	0.0172818286049902	0.305400253592002	down	EWSR1	-2.34396804977108	0.00518549718110684	0.213731047141521	down
ENSECAP00000049644	ENSECAP00000029675	643	MYH14	-2.17861373960528	0.0476518380458196	0.404644485011402	down	MYH7	1.56554264923661	0.046555679796685	0.404405277656634	up
ENSECAP00000050033	ENSECAP00000002532	680	PSMC1	0.877567344346801	0.0110178699595969	0.286973859439574	up	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down
ENSECAP00000050033	ENSECAP00000005144	648	PSMB4	1.02258773321363	0.0071011978956632	0.231539058147328	up	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down
ENSECAP00000050033	ENSECAP00000007717	626	PSMA4	0.745080071236984	0.0469932428547578	0.404405277656634	up	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down
ENSECAP00000050033	ENSECAP00000012452	673	PSMD11	-0.800391401776047	0.0471201585668744	0.404405277656634	down	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down
ENSECAP00000050033	ENSECAP00000028518	999	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down
ENSECAP00000050089	ENSECAP00000012275	606	PPL	-0.811865279999445	0.0384014257208213	0.379017097198019	down	PLEC	0.818253650568297	0.0137287029715893	0.297027545600273	up
ENSECAP00000051128	ENSECAP00000020960	694	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down	CYB5A	1.21221828408596	0.0115379223183828	0.286973859439574	up
ENSECAP00000051440	ENSECAP00000013513	871	NDUFA12	-1.60460014819958	0.0271438937189628	0.349100633107771	down	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down
ENSECAP00000051440	ENSECAP00000016105	999	ATP5PB	-0.963581910380128	0.0397014486660946	0.384555873062799	down	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down
ENSECAP00000051440	ENSECAP00000018120	909	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down
ENSECAP00000051440	ENSECAP00000038257	671	PPA1	0.565283943763612	0.0226226520928055	0.341176060548662	up	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down
ENSECAP00000052685	ENSECAP00000019837	670	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down	DDX39B	1.685400725923	0.0298355431220239	0.363522538565712	up
ENSECAP00000053165	ENSECAP00000008852	921	PPID	-1.97752080683126	0.0122030382784351	0.286973859439574	down	VDAC3	-0.897318441891637	0.0376772237003718	0.379017097198019	down
ENSECAP00000053165	ENSECAP00000018459	953	SLC25A4	-1.22020965501886	0.0306792655470688	0.364432140335871	down	VDAC3	-0.897318441891637	0.0376772237003718	0.379017097198019	down
ENSECAP00000053165	ENSECAP00000031576	918	PPIF	0.765371983423647	0.0441082488501185	0.39643027704637	up	VDAC3	-0.897318441891637	0.0376772237003718	0.379017097198019	down
ENSECAP00000054291	ENSECAP00000019837	775	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down	RBBP7	-1.48232730980726	0.0162994851011947	0.30026395497781	down
ENSECAP00000054291	ENSECAP00000026966	743	SETD7	-2.02871966389132	0.0255590520417733	0.341973604175058	down	RBBP7	-1.48232730980726	0.0162994851011947	0.30026395497781	down
ENSECAP00000054504	ENSECAP00000008458	610	TSFM	2.1580409915263	0.0314844181715655	0.364432140335871	up	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
ENSECAP00000054504	ENSECAP00000009810	900	NT5C3A	-1.87558997830013	0.0240026603448402	0.341973604175058	down	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
ENSECAP00000054504	ENSECAP00000013873	900	NUDT16	-1.4424697996792	0.042949126814812	0.394552494350357	down	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
ENSECAP00000054504	ENSECAP00000015003	641	ALDH18A1	-3.24136950386837	0.000132745150623685	0.0436586997512218	down	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
ENSECAP00000054504	ENSECAP00000023312	786	DOHH	-2.17049665089252	0.0121282858908983	0.286973859439574	down	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
ENSECAP00000054504	ENSECAP00000040347	901	PPAT	-1.82454112651848	0.0124740421786821	0.286973859439574	down	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down
