SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
AF_vs_Sham_RA_RNA_adj_user	BCL2L11	BCL2 like 11	Apoptosis	0.486083	0.424372
AF_vs_Sham_RA_RNA_adj_user	BCL2L13	BCL2 like 13	Apoptosis	-0.209958	0.0862044
AF_vs_Sham_RA_RNA_adj_user	BID	BH3 interacting domain death agonist	Apoptosis	0.483306	0.0151863
AF_vs_Sham_RA_RNA_adj_user	BNIP1	BCL2 interacting protein 1	Apoptosis	-0.190966	0.539766
AF_vs_Sham_RA_RNA_adj_user	BNIP3	BCL2 interacting protein 3	Apoptosis	0.333723	0.0283706
AF_vs_Sham_RA_RNA_adj_user	BNIP3L	BCL2 interacting protein 3 like	Apoptosis	-0.0550239	0.795157
AF_vs_Sham_RA_RNA_adj_user	BOK	BCL2 family apoptosis regulator BOK	Apoptosis	-0.504991	0.251479
AF_vs_Sham_RA_RNA_adj_user	CASP2	caspase 2	Apoptosis	-0.773223	0.00101555
AF_vs_Sham_RA_RNA_adj_user	CASP3	caspase 3	Apoptosis	0.229807	0.641451
AF_vs_Sham_RA_RNA_adj_user	CASP7	caspase 7	Apoptosis	-0.36393	0.255246
AF_vs_Sham_RA_RNA_adj_user	CASP9	caspase 9	Apoptosis	-0.174302	0.633893
AF_vs_Sham_RA_RNA_adj_user	CLIC4	chloride intracellular channel 4	Apoptosis	-0.440586	0.011389
AF_vs_Sham_RA_RNA_adj_user	CTSB	cathepsin B	Apoptosis	-0.0624359	0.821839
AF_vs_Sham_RA_RNA_adj_user	DELE1	DAP3 binding cell death enhancer 1	Apoptosis	0.260865	0.178531
AF_vs_Sham_RA_RNA_adj_user	DIABLO	diablo IAP-binding mitochondrial protein	Apoptosis	0.355597	0.0191443
AF_vs_Sham_RA_RNA_adj_user	FAM162A	family with sequence similarity 162 member A	Apoptosis	0.2905	0.0677658
AF_vs_Sham_RA_RNA_adj_user	GFER	growth factor, augmenter of liver regeneration	Apoptosis	0.204881	0.316405
AF_vs_Sham_RA_RNA_adj_user	GHITM	growth hormone inducible transmembrane protein	Apoptosis	0.0905685	0.486975
AF_vs_Sham_RA_RNA_adj_user	HTRA2	HtrA serine peptidase 2	Apoptosis	0.0297534	0.902217
AF_vs_Sham_RA_RNA_adj_user	LETMD1	LETM1 domain containing 1	Apoptosis	-0.198004	0.298314
AF_vs_Sham_RA_RNA_adj_user	MAPK1	mitogen-activated protein kinase 1	Apoptosis	-0.224149	0.539988
AF_vs_Sham_RA_RNA_adj_user	MAPK3	mitogen-activated protein kinase 3	Apoptosis	-0.44238	0.00790154
AF_vs_Sham_RA_RNA_adj_user	MAPK8	mitogen-activated protein kinase 8 	Apoptosis	-0.173641	0.567209
AF_vs_Sham_RA_RNA_adj_user	MCL1	MCL1 apoptosis regulator, BCL2 family member	Apoptosis	-0.448371	0.0436761
AF_vs_Sham_RA_RNA_adj_user	MTCH1	mitochondrial carrier 1	Apoptosis	0.100104	0.39375
AF_vs_Sham_RA_RNA_adj_user	MTCH2	mitochondrial carrier 2	Apoptosis	0.0296799	0.868527
AF_vs_Sham_RA_RNA_adj_user	PARL	presenilin associated rhomboid like	Apoptosis	0.201299	0.223887
AF_vs_Sham_RA_RNA_adj_user	PRELID1	PRELI domain containing 1	Apoptosis	-0.0626705	0.87252
AF_vs_Sham_RA_RNA_adj_user	RPS6KB1	ribosomal protein S6 kinase B1	Apoptosis	-0.00581255	0.985518
AF_vs_Sham_RA_RNA_adj_user	TRAP1	TNF receptor associated protein 1	Apoptosis	-0.0970537	0.608586
AF_vs_Sham_RA_RNA_adj_user	TSPO	translocator protein	Apoptosis	-0.102206	0.797282
AF_vs_Sham_RA_RNA_adj_user	XIAP	X-linked inhibitor of apoptosis	Apoptosis	-0.162376	0.429609
AF_vs_Sham_RA_RNA_adj_user	AMACR	alpha-methylacyl-CoA racemase	Bile Acid Synthesis	0.263294	0.135275
AF_vs_Sham_RA_RNA_adj_user	STAR	steroidogenic acute regulatory protein	Bile Acid Synthesis	0.500312	0.0103599
AF_vs_Sham_RA_RNA_adj_user	CCDC90B	coiled-coil domain containing 90B	Calcium Signaling & Transport	0.466978	0.043328
AF_vs_Sham_RA_RNA_adj_user	EFHD1	EF-hand domain family member D1	Calcium Signaling & Transport	-0.256756	0.629838
AF_vs_Sham_RA_RNA_adj_user	HINT2	histidine triad nucleotide binding protein 2	Calcium Signaling & Transport	0.508659	0.00247105
AF_vs_Sham_RA_RNA_adj_user	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	Calcium Signaling & Transport	-0.765185	0.0193755
AF_vs_Sham_RA_RNA_adj_user	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	Calcium Signaling & Transport	-0.265315	0.485362
AF_vs_Sham_RA_RNA_adj_user	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	Calcium Signaling & Transport	-0.78328	0.00961451
AF_vs_Sham_RA_RNA_adj_user	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Calcium Signaling & Transport	0.0322101	0.84819
AF_vs_Sham_RA_RNA_adj_user	MAIP1	matrix AAA peptidase interacting protein 1	Calcium Signaling & Transport	0.577883	0.0275064
AF_vs_Sham_RA_RNA_adj_user	MCU	mitochondrial calcium uniporter	Calcium Signaling & Transport	0.130411	0.46388
AF_vs_Sham_RA_RNA_adj_user	MCUR1	mitochondrial calcium uniporter regulator 1	Calcium Signaling & Transport	-0.147608	0.390346
AF_vs_Sham_RA_RNA_adj_user	MICU1	mitochondrial calcium uptake 1	Calcium Signaling & Transport	-0.276328	0.170966
AF_vs_Sham_RA_RNA_adj_user	MICU2	mitochondrial calcium uptake 2	Calcium Signaling & Transport	0.123843	0.358739
AF_vs_Sham_RA_RNA_adj_user	PACS2	phosphofurin acidic cluster sorting protein 2	Calcium Signaling & Transport	-0.245256	0.0656389
AF_vs_Sham_RA_RNA_adj_user	PML	promyelocytic leukemia	Calcium Signaling & Transport	-0.12712	0.776617
AF_vs_Sham_RA_RNA_adj_user	SLC25A12	solute carrier family 25 member 12	Calcium Signaling & Transport	0.0296978	0.84775
AF_vs_Sham_RA_RNA_adj_user	SLC25A13	solute carrier family 25 member 13	Calcium Signaling & Transport	0.264141	0.159075
AF_vs_Sham_RA_RNA_adj_user	SLC8B1	solute carrier family 8 member B1	Calcium Signaling & Transport	-0.00758468	0.988921
AF_vs_Sham_RA_RNA_adj_user	TCHP	trichoplein keratin filament binding	Calcium Signaling & Transport	0.0979	0.748621
AF_vs_Sham_RA_RNA_adj_user	TMEM65	transmembrane protein 65	Calcium Signaling & Transport	0.212601	0.188991
AF_vs_Sham_RA_RNA_adj_user	CDS1	CDP-diacylglycerol synthase 1	Cardiolipin Biosynthesis	-0.00528918	0.989547
AF_vs_Sham_RA_RNA_adj_user	CRLS1	cardiolipin synthase 1	Cardiolipin Biosynthesis	0.224065	0.215405
AF_vs_Sham_RA_RNA_adj_user	LCLAT1	lysocardiolipin acyltransferase 1	Cardiolipin Biosynthesis	0.744491	0.000281534
AF_vs_Sham_RA_RNA_adj_user	PGS1	phosphatidylglycerophosphate synthase 1	Cardiolipin Biosynthesis	-0.308902	0.0837721
AF_vs_Sham_RA_RNA_adj_user	PTPMT1	protein tyrosine phosphatase mitochondrial 1	Cardiolipin Biosynthesis	0.401491	0.0226034
AF_vs_Sham_RA_RNA_adj_user	ACSL1	acyl-CoA synthetase long chain family member 1	Fatty Acid Biosynthesis & Elongation	0.0322804	0.897077
AF_vs_Sham_RA_RNA_adj_user	ACSL5	acyl-CoA synthetase long chain family member 5	Fatty Acid Biosynthesis & Elongation	-0.678257	0.0575856
AF_vs_Sham_RA_RNA_adj_user	ACSL6	acyl-CoA synthetase long chain family member 6	Fatty Acid Biosynthesis & Elongation	-0.0798875	0.900705
AF_vs_Sham_RA_RNA_adj_user	ACSM3	acyl-CoA synthetase medium chain family member 3	Fatty Acid Biosynthesis & Elongation	0.041519	0.962007
AF_vs_Sham_RA_RNA_adj_user	CBR4	carbonyl reductase 4	Fatty Acid Biosynthesis & Elongation	-0.208498	0.248236
AF_vs_Sham_RA_RNA_adj_user	ECH1	enoyl-CoA hydratase 1	Fatty Acid Biosynthesis & Elongation	0.274718	0.0515613
AF_vs_Sham_RA_RNA_adj_user	ECHDC1	ethylmalonyl-CoA decarboxylase 1	Fatty Acid Biosynthesis & Elongation	0.191125	0.10952
AF_vs_Sham_RA_RNA_adj_user	ECHDC2	enoyl-CoA hydratase domain containing 2	Fatty Acid Biosynthesis & Elongation	0.270553	0.242064
AF_vs_Sham_RA_RNA_adj_user	ECHDC3	enoyl-CoA hydratase domain containing 3	Fatty Acid Biosynthesis & Elongation	0.227029	0.206773
AF_vs_Sham_RA_RNA_adj_user	ECHS1	enoyl-CoA hydratase, short chain 1	Fatty Acid Biosynthesis & Elongation	0.0397506	0.867021
AF_vs_Sham_RA_RNA_adj_user	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	Fatty Acid Biosynthesis & Elongation	0.283053	0.0456877
AF_vs_Sham_RA_RNA_adj_user	MCAT	malonyl-CoA-acyl carrier protein transacylase	Fatty Acid Biosynthesis & Elongation	0.362941	0.0147047
AF_vs_Sham_RA_RNA_adj_user	MECR	mitochondrial trans-2-enoyl-CoA reductase	Fatty Acid Biosynthesis & Elongation	0.353689	0.068788
AF_vs_Sham_RA_RNA_adj_user	OXSM	3-oxoacyl-ACP synthase, mitochondrial	Fatty Acid Biosynthesis & Elongation	0.14664	0.520115
AF_vs_Sham_RA_RNA_adj_user	THEM4	thioesterase superfamily member 4	Fatty Acid Biosynthesis & Elongation	-0.43096	0.264866
AF_vs_Sham_RA_RNA_adj_user	ACAA2	acetyl-CoA acyltransferase 2	Fatty Acid Degradation & Beta-oxidation	-0.0217082	0.906588
AF_vs_Sham_RA_RNA_adj_user	ACACB	acetyl-CoA carboxylase beta	Fatty Acid Degradation & Beta-oxidation	-0.107925	0.667051
AF_vs_Sham_RA_RNA_adj_user	ACAD10	acyl-CoA dehydrogenase family member 10	Fatty Acid Degradation & Beta-oxidation	-0.102437	0.670723
AF_vs_Sham_RA_RNA_adj_user	ACAD11	acyl-CoA dehydrogenase family member 11	Fatty Acid Degradation & Beta-oxidation	0.0989401	0.757607
AF_vs_Sham_RA_RNA_adj_user	ACAD8	acyl-CoA dehydrogenase family member 8	Fatty Acid Degradation & Beta-oxidation	0.0484136	0.788586
AF_vs_Sham_RA_RNA_adj_user	ACAD9	acyl-CoA dehydrogenase family member 9	Fatty Acid Degradation & Beta-oxidation	0.0123134	0.946028
AF_vs_Sham_RA_RNA_adj_user	ACADL	acyl-CoA dehydrogenase long chain	Fatty Acid Degradation & Beta-oxidation	-0.255348	0.277627
AF_vs_Sham_RA_RNA_adj_user	ACADM	acyl-CoA dehydrogenase medium chain	Fatty Acid Degradation & Beta-oxidation	0.162552	0.389047
AF_vs_Sham_RA_RNA_adj_user	ACADS	acyl-CoA dehydrogenase short chain	Fatty Acid Degradation & Beta-oxidation	0.364225	0.00945295
AF_vs_Sham_RA_RNA_adj_user	ACADVL	acyl-CoA dehydrogenase very long chain	Fatty Acid Degradation & Beta-oxidation	0.459987	0.0034956
AF_vs_Sham_RA_RNA_adj_user	ACSL3	acyl-CoA synthetase long chain family member 3	Fatty Acid Degradation & Beta-oxidation	0.135331	0.666695
AF_vs_Sham_RA_RNA_adj_user	ACSL4	acyl-CoA synthetase long chain family member 4	Fatty Acid Degradation & Beta-oxidation	-0.10313	0.774572
AF_vs_Sham_RA_RNA_adj_user	ALDH2	aldehyde dehydrogenase 2 family member	Fatty Acid Degradation & Beta-oxidation	-0.107357	0.478211
AF_vs_Sham_RA_RNA_adj_user	ALDH3A2	aldehyde dehydrogenase 3 family member A2	Fatty Acid Degradation & Beta-oxidation	0.201131	0.179726
AF_vs_Sham_RA_RNA_adj_user	CPT1A	carnitine palmitoyltransferase 1A	Fatty Acid Degradation & Beta-oxidation	-0.313245	0.528302
AF_vs_Sham_RA_RNA_adj_user	CPT1B	carnitine palmitoyltransferase 1B	Fatty Acid Degradation & Beta-oxidation	0.261337	0.114606
AF_vs_Sham_RA_RNA_adj_user	CPT2	carnitine palmitoyltransferase 2	Fatty Acid Degradation & Beta-oxidation	0.153831	0.247332
AF_vs_Sham_RA_RNA_adj_user	CRAT	carnitine O-acetyltransferase	Fatty Acid Degradation & Beta-oxidation	0.094927	0.549501
AF_vs_Sham_RA_RNA_adj_user	DECR1	2,4-dienoyl-CoA reductase 1	Fatty Acid Degradation & Beta-oxidation	0.32343	0.026433
AF_vs_Sham_RA_RNA_adj_user	ECI1	enoyl-CoA delta isomerase 1	Fatty Acid Degradation & Beta-oxidation	0.168946	0.326863
AF_vs_Sham_RA_RNA_adj_user	ECI2	enoyl-CoA delta isomerase 2	Fatty Acid Degradation & Beta-oxidation	0.286779	0.184259
AF_vs_Sham_RA_RNA_adj_user	GCDH	glutaryl-CoA dehydrogenase	Fatty Acid Degradation & Beta-oxidation	0.177933	0.272451
AF_vs_Sham_RA_RNA_adj_user	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	Fatty Acid Degradation & Beta-oxidation	0.179479	0.186776
AF_vs_Sham_RA_RNA_adj_user	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	Fatty Acid Degradation & Beta-oxidation	0.0972373	0.584233
AF_vs_Sham_RA_RNA_adj_user	ACOT9	acyl-CoA thioesterase 9	Fatty Acid Metabolism	-0.509242	0.00293971
AF_vs_Sham_RA_RNA_adj_user	ACSF2	acyl-CoA synthetase family member 2	Fatty Acid Metabolism	0.0517279	0.799989
AF_vs_Sham_RA_RNA_adj_user	ACSF3	acyl-CoA synthetase family member 3	Fatty Acid Metabolism	0.0848566	0.748048
AF_vs_Sham_RA_RNA_adj_user	AGK	acylglycerol kinase	Fatty Acid Metabolism	-0.0298721	0.892749
AF_vs_Sham_RA_RNA_adj_user	BDH1	3-hydroxybutyrate dehydrogenase 1	Fatty Acid Metabolism	0.987666	0.00026904
AF_vs_Sham_RA_RNA_adj_user	HDHD5	haloacid dehalogenase like hydrolase domain containing 5	Fatty Acid Metabolism	0.30074	0.0694316
AF_vs_Sham_RA_RNA_adj_user	LYPLA1	lysophospholipase 1	Fatty Acid Metabolism	-0.141947	0.353474
AF_vs_Sham_RA_RNA_adj_user	LYPLAL1	lysophospholipase like 1	Fatty Acid Metabolism	0.223293	0.508741
AF_vs_Sham_RA_RNA_adj_user	MLYCD	malonyl-CoA decarboxylase	Fatty Acid Metabolism	0.760269	0.00165679
AF_vs_Sham_RA_RNA_adj_user	PCCB	propionyl-CoA carboxylase subunit beta	Fatty Acid Metabolism	0.038754	0.867365
AF_vs_Sham_RA_RNA_adj_user	PNPLA8	patatin like phospholipase domain containing 8	Fatty Acid Metabolism	0.0325788	0.870499
AF_vs_Sham_RA_RNA_adj_user	TMLHE	trimethyllysine hydroxylase, epsilon	Fatty Acid Metabolism	-0.0317786	0.861471
AF_vs_Sham_RA_RNA_adj_user	BOLA1	bolA family member 1	Fe-S Cluster Biosynthesis	0.426202	0.0200969
AF_vs_Sham_RA_RNA_adj_user	BOLA3	bolA family member 3	Fe-S Cluster Biosynthesis	-0.0645765	0.839342
AF_vs_Sham_RA_RNA_adj_user	CIAO1	cytosolic iron-sulfur assembly component 1	Fe-S Cluster Biosynthesis	0.047408	0.750056
AF_vs_Sham_RA_RNA_adj_user	CIAO2A	cytosolic iron-sulfur assembly component 2A	Fe-S Cluster Biosynthesis	0.344943	0.0617374
AF_vs_Sham_RA_RNA_adj_user	CIAO2B	cytosolic iron-sulfur assembly component 2B	Fe-S Cluster Biosynthesis	-0.254281	0.190922
AF_vs_Sham_RA_RNA_adj_user	CIAPIN1	cytokine induced apoptosis inhibitor 1	Fe-S Cluster Biosynthesis	0.10549	0.581222
AF_vs_Sham_RA_RNA_adj_user	FDX1	ferredoxin 1	Fe-S Cluster Biosynthesis	0.337223	0.0477217
AF_vs_Sham_RA_RNA_adj_user	FDX2	ferredoxin 2	Fe-S Cluster Biosynthesis	0.501761	0.0193736
AF_vs_Sham_RA_RNA_adj_user	FDXR	ferredoxin reductase	Fe-S Cluster Biosynthesis	0.00609699	0.990176
AF_vs_Sham_RA_RNA_adj_user	FXN	frataxin	Fe-S Cluster Biosynthesis	0.313065	0.149338
AF_vs_Sham_RA_RNA_adj_user	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	Fe-S Cluster Biosynthesis	0.561036	0.0664834
AF_vs_Sham_RA_RNA_adj_user	IBA57	iron-sulfur cluster assembly factor IBA57	Fe-S Cluster Biosynthesis	0.21885	0.157746
AF_vs_Sham_RA_RNA_adj_user	ISCA2	iron-sulfur cluster assembly 2	Fe-S Cluster Biosynthesis	0.129512	0.56317
AF_vs_Sham_RA_RNA_adj_user	ISCU	iron-sulfur cluster assembly enzyme	Fe-S Cluster Biosynthesis	0.314248	0.171704
AF_vs_Sham_RA_RNA_adj_user	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	Fe-S Cluster Biosynthesis	-0.160265	0.359903
AF_vs_Sham_RA_RNA_adj_user	NARF	nuclear prelamin A recognition factor	Fe-S Cluster Biosynthesis	-0.000143223	0.999255
AF_vs_Sham_RA_RNA_adj_user	NFS1	NFS1 cysteine desulfurase	Fe-S Cluster Biosynthesis	0.277464	0.0494278
AF_vs_Sham_RA_RNA_adj_user	NUBP1	nucleotide binding protein 1	Fe-S Cluster Biosynthesis	-0.193245	0.464552
AF_vs_Sham_RA_RNA_adj_user	NUBP2	nucleotide binding protein 2	Fe-S Cluster Biosynthesis	0.203073	0.361419
AF_vs_Sham_RA_RNA_adj_user	SLC25A28	solute carrier family 25 member 28	Fe-S Cluster Biosynthesis	0.109281	0.456384
AF_vs_Sham_RA_RNA_adj_user	SLC25A37	solute carrier family 25 member 37	Fe-S Cluster Biosynthesis	0.04206	0.858306
AF_vs_Sham_RA_RNA_adj_user	ALDH1L1	aldehyde dehydrogenase 1 family member L1	Folate & Pterin Metabolism	-0.410346	0.238105
AF_vs_Sham_RA_RNA_adj_user	ALDH1L2	aldehyde dehydrogenase 1 family member L2	Folate & Pterin Metabolism	0.0797691	0.891394
AF_vs_Sham_RA_RNA_adj_user	FPGS	folylpolyglutamate synthase	Folate & Pterin Metabolism	0.495706	0.0635814
AF_vs_Sham_RA_RNA_adj_user	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	Folate & Pterin Metabolism	-0.223584	0.0993868
AF_vs_Sham_RA_RNA_adj_user	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	Folate & Pterin Metabolism	-0.328641	0.311868
AF_vs_Sham_RA_RNA_adj_user	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	Folate & Pterin Metabolism	-0.673371	0.132802
AF_vs_Sham_RA_RNA_adj_user	MTHFS	methenyltetrahydrofolate synthetase	Folate & Pterin Metabolism	-0.745171	0.0112657
AF_vs_Sham_RA_RNA_adj_user	PTS	6-pyruvoyltetrahydropterin synthase	Folate & Pterin Metabolism	0.48434	0.0227856
AF_vs_Sham_RA_RNA_adj_user	SHMT2	serine hydroxymethyltransferase 2	Folate & Pterin Metabolism	0.206309	0.246752
AF_vs_Sham_RA_RNA_adj_user	SLC25A32	solute carrier family 25 member 32	Folate & Pterin Metabolism	-0.101952	0.744269
AF_vs_Sham_RA_RNA_adj_user	AKR1B1	aldo-keto reductase family 1 member B	Fructose Metabolism	0.0321036	0.863111
AF_vs_Sham_RA_RNA_adj_user	ALDH1A1	aldehyde dehydrogenase 1 family member A1	Fructose Metabolism	-0.156485	0.710853
AF_vs_Sham_RA_RNA_adj_user	GLYCTK	glycerate kinase	Fructose Metabolism	0.0850214	0.757043
AF_vs_Sham_RA_RNA_adj_user	KHK	ketohexokinase	Fructose Metabolism	0.0143739	0.978167
AF_vs_Sham_RA_RNA_adj_user	SORD	sorbitol dehydrogenase	Fructose Metabolism	-0.0834583	0.71375
AF_vs_Sham_RA_RNA_adj_user	TKFC	triokinase and FMN cyclase	Fructose Metabolism	-0.0367504	0.934152
AF_vs_Sham_RA_RNA_adj_user	ALDOA	aldolase, fructose-bisphosphate A	Glycolysis	0.139228	0.159075
AF_vs_Sham_RA_RNA_adj_user	ALDOC	aldolase, fructose-bisphosphate C	Glycolysis	-0.0927135	0.826713
AF_vs_Sham_RA_RNA_adj_user	ENO1	enolase 1	Glycolysis	-0.229367	0.263566
AF_vs_Sham_RA_RNA_adj_user	ENO3	enolase 3	Glycolysis	-0.0577609	0.795157
AF_vs_Sham_RA_RNA_adj_user	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	Glycolysis	0.340179	0.00899586
AF_vs_Sham_RA_RNA_adj_user	GCK	glucokinase	Glycolysis	0.11986	0.811762
AF_vs_Sham_RA_RNA_adj_user	GPI	glucose-6-phosphate isomerase	Glycolysis	-0.0318994	0.824959
AF_vs_Sham_RA_RNA_adj_user	HK1	hexokinase 1	Glycolysis	-0.190559	0.19372
AF_vs_Sham_RA_RNA_adj_user	LDHA	lactate dehydrogenase A	Glycolysis	0.23374	0.267302
AF_vs_Sham_RA_RNA_adj_user	LDHB	lactate dehydrogenase B	Glycolysis	0.631281	0.000833044
AF_vs_Sham_RA_RNA_adj_user	PC	pyruvate carboxylase	Glycolysis	-0.133277	0.750163
AF_vs_Sham_RA_RNA_adj_user	PFKL	phosphofructokinase, liver type	Glycolysis	-0.166461	0.389397
AF_vs_Sham_RA_RNA_adj_user	PFKM	phosphofructokinase, muscle	Glycolysis	-0.167728	0.195906
AF_vs_Sham_RA_RNA_adj_user	PFKP	phosphofructokinase, platelet	Glycolysis	1.10629	0.00151659
AF_vs_Sham_RA_RNA_adj_user	PGAM1	phosphoglycerate mutase 1	Glycolysis	0.300333	0.238332
AF_vs_Sham_RA_RNA_adj_user	PGAM2	phosphoglycerate mutase 2	Glycolysis	0.285032	0.0783588
AF_vs_Sham_RA_RNA_adj_user	PGK1	phosphoglycerate kinase 1	Glycolysis	-0.00118222	0.992987
AF_vs_Sham_RA_RNA_adj_user	PKM	pyruvate kinase M1/2	Glycolysis	0.273695	0.0918051
AF_vs_Sham_RA_RNA_adj_user	SLC2A1	solute carrier family 2 member 1	Glycolysis	0.416415	0.195583
AF_vs_Sham_RA_RNA_adj_user	SLC2A4	solute carrier family 2 member 4	Glycolysis	0.0843172	0.675184
AF_vs_Sham_RA_RNA_adj_user	TPI1	triosephosphate isomerase 1	Glycolysis	0.51981	0.000622011
AF_vs_Sham_RA_RNA_adj_user	ALAS1	5'-aminolevulinate synthase 1	Heme Biosynthesis	-0.170553	0.266704
AF_vs_Sham_RA_RNA_adj_user	CPOX	coproporphyrinogen oxidase	Heme Biosynthesis	0.102638	0.61801
AF_vs_Sham_RA_RNA_adj_user	FECH	ferrochelatase	Heme Biosynthesis	0.237352	0.0794782
AF_vs_Sham_RA_RNA_adj_user	FTMT	ferritin mitochondrial	Heme Biosynthesis	-0.73762	0.24338
AF_vs_Sham_RA_RNA_adj_user	HMBS	hydroxymethylbilane synthase	Heme Biosynthesis	0.290904	0.04551
AF_vs_Sham_RA_RNA_adj_user	UROD	uroporphyrinogen decarboxylase	Heme Biosynthesis	0.067703	0.737298
AF_vs_Sham_RA_RNA_adj_user	UROS	uroporphyrinogen III synthase	Heme Biosynthesis	-0.0832098	0.736306
AF_vs_Sham_RA_RNA_adj_user	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	Import & Sorting	0.570059	0.00330444
AF_vs_Sham_RA_RNA_adj_user	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	Import & Sorting	0.180843	0.329232
AF_vs_Sham_RA_RNA_adj_user	CMC2	C-X9-C motif containing 2	Import & Sorting	1.22153	0.0000454948
AF_vs_Sham_RA_RNA_adj_user	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	Import & Sorting	0.172413	0.452604
AF_vs_Sham_RA_RNA_adj_user	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	Import & Sorting	0.306068	0.03719
AF_vs_Sham_RA_RNA_adj_user	GRPEL1	GrpE like 1, mitochondrial	Import & Sorting	0.127531	0.350212
AF_vs_Sham_RA_RNA_adj_user	GRPEL2	GrpE like 2, mitochondrial	Import & Sorting	0.183219	0.172502
AF_vs_Sham_RA_RNA_adj_user	HSPA9	heat shock protein family A (Hsp70) member 9	Import & Sorting	-0.0455909	0.770955
AF_vs_Sham_RA_RNA_adj_user	HSPE1	heat shock protein family E (Hsp10) member 1	Import & Sorting	0.33751	0.0539444
AF_vs_Sham_RA_RNA_adj_user	IMMP1L	inner mitochondrial membrane peptidase subunit 1	Import & Sorting	0.478652	0.102349
AF_vs_Sham_RA_RNA_adj_user	IMMP2L	inner mitochondrial membrane peptidase subunit 2	Import & Sorting	0.55095	0.00705807
AF_vs_Sham_RA_RNA_adj_user	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	Import & Sorting	0.261614	0.260414
AF_vs_Sham_RA_RNA_adj_user	MIPEP	mitochondrial intermediate peptidase	Import & Sorting	0.227644	0.324983
AF_vs_Sham_RA_RNA_adj_user	MTX1	metaxin 1	Import & Sorting	0.286763	0.148672
AF_vs_Sham_RA_RNA_adj_user	MTX2	metaxin 2	Import & Sorting	0.226013	0.174486
AF_vs_Sham_RA_RNA_adj_user	MTX3	metaxin 3	Import & Sorting	0.0950938	0.884842
AF_vs_Sham_RA_RNA_adj_user	PAM16	presequence translocase associated motor 16	Import & Sorting	-0.0694186	0.822249
AF_vs_Sham_RA_RNA_adj_user	PMPCA	peptidase, mitochondrial processing alpha subunit	Import & Sorting	0.00807882	0.967483
AF_vs_Sham_RA_RNA_adj_user	PMPCB	peptidase, mitochondrial processing beta subunit	Import & Sorting	0.0237673	0.900705
AF_vs_Sham_RA_RNA_adj_user	PPIF	peptidylprolyl isomerase F	Import & Sorting	0.181553	0.233495
AF_vs_Sham_RA_RNA_adj_user	SAMM50	SAMM50 sorting and assembly machinery component	Import & Sorting	0.033211	0.877754
AF_vs_Sham_RA_RNA_adj_user	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog	Import & Sorting	0.132605	0.70355
AF_vs_Sham_RA_RNA_adj_user	TIMM10	translocase of inner mitochondrial membrane 10	Import & Sorting	0.795833	0.0000425939
AF_vs_Sham_RA_RNA_adj_user	TIMM10B	translocase of inner mitochondrial membrane 10B	Import & Sorting	-0.09089	0.690035
AF_vs_Sham_RA_RNA_adj_user	TIMM17A	translocase of inner mitochondrial membrane 17A	Import & Sorting	0.245923	0.0728828
AF_vs_Sham_RA_RNA_adj_user	TIMM17B	translocase of inner mitochondrial membrane 17B	Import & Sorting	0.297704	0.0495411
AF_vs_Sham_RA_RNA_adj_user	TIMM21	translocase of inner mitochondrial membrane 21	Import & Sorting	-0.0294295	0.898364
AF_vs_Sham_RA_RNA_adj_user	TIMM22	translocase of inner mitochondrial membrane 22	Import & Sorting	0.732924	0.000150513
AF_vs_Sham_RA_RNA_adj_user	TIMM23	translocase of inner mitochondrial membrane 23	Import & Sorting	0.476602	0.0000755679
AF_vs_Sham_RA_RNA_adj_user	TIMM44	translocase of inner mitochondrial membrane 44	Import & Sorting	0.263009	0.0480026
AF_vs_Sham_RA_RNA_adj_user	TIMM50	translocase of inner mitochondrial membrane 50	Import & Sorting	0.0676914	0.736306
AF_vs_Sham_RA_RNA_adj_user	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	Import & Sorting	0.581324	0.00826886
AF_vs_Sham_RA_RNA_adj_user	TIMM9	translocase of inner mitochondrial membrane 9	Import & Sorting	0.247881	0.139446
