;Loading1;Loading2;Loading3;Loading4;Loading5;ids;type;label
EPHB3.rna_b;0.276859305371882;0.051103887294139;-0.0515131381739567;-0.14177589406026;0.113278229209443;EPHB3;rna_b;EPHB3
IRF2BPL.rna_b;-0.00774684152043436;0.625340877923223;0.43746729818768;-0.0723196295059511;0.128470025974169;IRF2BPL;rna_b;IRF2BPL
CCDC115.rna_b;0.32767125730176;0.0138899562284173;0.11407617262988;0.027911242281516;0.145102494348747;CCDC115;rna_b;CCDC115
TNRC6B.rna_b;-0.382056986837188;-0.140321540636719;0.277471669869069;-0.0663701804950462;-0.246249029614613;TNRC6B;rna_b;TNRC6B
GMNN.rna_b;0.394086100842188;0.219607382724376;0.116470163688203;-0.257344707536513;0.116890341489803;GMNN;rna_b;GMNN
CYB5R1.rna_b;0.27023424501285;-0.669453869067407;-0.135878158201171;-0.228146363431905;0.0367524956911254;CYB5R1;rna_b;CYB5R1
GMEB1.rna_b;0.101005754960915;0.550841588045604;0.124087246910144;0.147345398153854;-0.0891216689284951;GMEB1;rna_b;GMEB1
P2RX1.rna_b;0.40334668596648;-0.0506304305979706;0.496616901129397;0.0918899415074324;-0.338460968051146;P2RX1;rna_b;P2RX1
ABCG2.rna_b;-0.0705904517380562;-0.213124025108537;-0.231171810324595;-0.345877850246354;-0.251020540029163;ABCG2;rna_b;ABCG2
ABCB8.rna_b;0.116326707511428;0.388492612740342;0.590174037109993;-0.0327205378574429;0.0147985994117936;ABCB8;rna_b;ABCB8
CEP57L1.rna_b;-0.215316338527911;-0.232771583617606;-0.448303909821899;0.23362854773102;-0.233725701761772;CEP57L1;rna_b;CEP57L1
THAP3.rna_b;0.520191695506833;0.00576158897230464;0.168386548906373;0.0815609761221388;-0.113625417125294;THAP3;rna_b;THAP3
SORCS2.rna_b;0.184473835123332;-0.228655919181709;0.329817763140272;0.0841173180659618;0.25792841390795;SORCS2;rna_b;SORCS2
UQCRB.rna_b;0.66085206977647;-0.424943980786503;-0.0177848621324671;0.0323419292133017;-0.238708965987048;UQCRB;rna_b;UQCRB
SAAL1.rna_b;0.0841835974204299;-0.14947234359939;-0.207981860967297;-0.237899620651632;-0.0820620358184803;SAAL1;rna_b;SAAL1
NRIP3.rna_b;0.0560523451352764;-0.291463704284684;-0.298650558331794;0.071891355159721;0.0403468302558554;NRIP3;rna_b;NRIP3
SNAI1.rna_b;0.157041799377657;0.00851617539020124;-0.350258435390721;-0.165443027423915;0.2691040365121;SNAI1;rna_b;SNAI1
TBC1D31.rna_b;0.123185678484435;-0.172548306547113;0.141510453276516;0.379488046660828;-0.287094683910615;TBC1D31;rna_b;TBC1D31
WDR91.rna_b;0.150705774465386;-0.06931138795627;-0.152819112045668;0.061214506360348;-0.225285875408291;WDR91;rna_b;WDR91
UNC5B.rna_b;0.257110297812254;0.32290216525284;0.0671979111132491;-0.280185186354261;0.24373892647308;UNC5B;rna_b;UNC5B
ENSECAG00000009794.rna_b;-0.120016210679756;0.14235530492618;-0.437165319129912;0.262969085516172;0.0133281254678673;ENSECAG00000009794;rna_b;ENSECAG00000009794
FER.rna_b;-0.802605141328813;0.18815015167888;0.00476471306695085;0.0200541719192157;-0.0846139497335922;FER;rna_b;FER
PFKFB2.rna_b;-0.685671789081098;0.0265036614483375;0.435490598251986;-0.0551523072269967;-0.340380130711372;PFKFB2;rna_b;PFKFB2
DCXR.rna_b;0.792593237114161;-0.0437856374474734;0.140481177131597;-0.0735885345952471;0.0780491717518392;DCXR;rna_b;DCXR
LYRM9.rna_b;0.197909353345836;-0.0674653608289044;0.294848151236428;-0.0986836363769111;-0.397112775766612;LYRM9;rna_b;LYRM9
ENDOG.rna_b;0.476109620053399;-0.631238229312161;0.0445388698683819;-0.23595222696125;-0.142561980711369;ENDOG;rna_b;ENDOG
CD83.rna_b;0.522942986353825;0.038038516642293;-0.197776816252357;-0.267835320458704;0.165600489248572;CD83;rna_b;CD83
HPN.rna_b;0.183488866522662;-0.231555090136989;-0.120155635992545;-0.187813922552247;-0.164706760167911;HPN;rna_b;HPN
AMOTL2.rna_b;-0.309117251018832;0.43392929613476;0.268814520884033;-0.0764714125431844;0.208318735531505;AMOTL2;rna_b;AMOTL2
SLC3A2.rna_b;0.223520955146873;0.179184940641044;0.0828176568992907;-0.210775170923936;0.275688071655005;SLC3A2;rna_b;SLC3A2
SCRN2.rna_b;0.605434885440551;-0.135187315165801;0.0285304608542392;0.0359189797833974;0.0885447923276704;SCRN2;rna_b;SCRN2
CHMP5.rna_b;-0.244188363291717;0.216043853577024;0.0660315032546885;0.471697869506113;-0.324338036057827;CHMP5;rna_b;CHMP5
KDM6B.rna_b;-0.30121379409944;0.543828665114404;-0.00800496678451155;-0.374370842749163;-0.0215495155386541;KDM6B;rna_b;KDM6B
DSCAML1.rna_b;-0.0145032572867215;0.268758055326454;0.0807434538680778;0.0760442216232837;0.278184795113065;DSCAML1;rna_b;DSCAML1
PHF13.rna_b;-0.283897683813667;-0.288895945183351;0.110971221372303;0.240981433147696;0.279152399688039;PHF13;rna_b;PHF13
BTBD11.rna_b;-0.044731651699507;0.0174834218695802;0.30017242391413;0.156032156055551;-0.318836948412553;BTBD11;rna_b;BTBD11
HIVEP2.rna_b;-0.808277099471941;0.376941438084832;0.0410008018391431;-0.109259355101411;-0.045394388890012;HIVEP2;rna_b;HIVEP2
BCKDHB.rna_b;-0.231185314105168;-0.13154977746792;0.0254653588206722;-0.157195389287883;-0.148562934503159;BCKDHB;rna_b;BCKDHB
AKAP1.rna_b;-0.837531839839315;-0.0918314628496141;0.327783194197286;-0.0273585495780502;0.0676045845652102;AKAP1;rna_b;AKAP1
ARHGAP1.rna_b;0.0290064307266425;-0.0508513649016143;-0.0492911380352828;-0.107021071707955;0.286828793951892;ARHGAP1;rna_b;ARHGAP1
RAD1.rna_b;0.133730524592641;-0.375693988502316;-0.283856993065527;-0.101865254235978;-0.0687251713644195;RAD1;rna_b;RAD1
MTA2.rna_b;-0.0719604823212023;-0.0374362733015416;-0.40784050127506;-0.221328005005771;-0.0511046311775598;MTA2;rna_b;MTA2
DPCD.rna_b;0.63700155940814;-0.557664396323224;-0.220778327649191;0.0339941852205415;-0.087858781968257;DPCD;rna_b;DPCD
ENSECAG00000009849.rna_b;0.347784808138043;0.026533933570032;0.00916331685009786;0.175101987428179;-0.093359183706509;ENSECAG00000009849;rna_b;ENSECAG00000009849
ALS2.rna_b;-0.865068268566151;0.000213201561614999;0.111343083512219;-0.178608587250906;-0.215767060397648;ALS2;rna_b;ALS2
ZBTB41.rna_b;-0.86833530858918;-0.00861316129504903;-0.0719186899031825;0.0274559584661414;-0.205990397593324;ZBTB41;rna_b;ZBTB41
PAPOLG.rna_b;-0.599678137433443;-0.0448402054052903;-0.401253295372595;-0.074763757703402;-0.253636392041531;PAPOLG;rna_b;PAPOLG
STAB1.rna_b;0.249202267549193;0.386218299918659;-0.213918896958192;-0.254167250500974;0.0904677190322646;STAB1;rna_b;STAB1
LATS2.rna_b;-0.794018048545189;0.410453918703064;0.0536788456400811;-0.0446105859773537;-0.112865323684695;LATS2;rna_b;LATS2
PTPRD.rna_b;-0.676748966169522;0.288278403877918;-0.242942088579728;-0.136187797203508;-0.211278081364048;PTPRD;rna_b;PTPRD
ZNF205.rna_b;0.561136730597232;-0.310986123456505;0.189235086626341;0.00568817966326512;0.145517399686438;ZNF205;rna_b;ZNF205
ROCK2.rna_b;-0.833491328341212;0.175414361432144;-0.103588275334969;-0.0398461760388005;-0.282360191521631;ROCK2;rna_b;ROCK2
MRPL40.rna_b;0.799865618257616;-0.410566111015598;-0.186581763804602;0.0732999999957019;-0.0297768455624269;MRPL40;rna_b;MRPL40
HSPA4L.rna_b;0.108803958956492;-0.0937321551212398;-0.0896969602579037;-0.17046599647198;0.0895441694060086;HSPA4L;rna_b;HSPA4L
CYTH2.rna_b;0.394197595356787;0.402887194040523;0.23634188725163;-0.258910387908803;0.108230494174977;CYTH2;rna_b;CYTH2
PBDC1.rna_b;-0.477750329787309;-0.197726475179723;-0.340382371687901;-0.0628614447261;0.268877492261106;PBDC1;rna_b;PBDC1
KLKB1.rna_b;-0.434671762549793;0.38642133558084;-0.035269675383909;0.0433994981474289;-0.023340455916697;KLKB1;rna_b;KLKB1
TRAF3IP1.rna_b;0.366810401190798;-0.361680559164643;-0.0681385424938907;-0.0986297470671053;0.0105118482913971;TRAF3IP1;rna_b;TRAF3IP1
COL21A1.rna_b;-0.260887893539853;0.182376522501344;0.391295138432199;-0.170355754935073;0.13995716974786;COL21A1;rna_b;COL21A1
CCDC85A.rna_b;-0.734826556143495;0.232786731800127;-0.150152045592614;-0.243703121938457;-0.114857833484973;CCDC85A;rna_b;CCDC85A
CNOT1.rna_b;-0.902852513967542;-0.153835896632313;0.1166596563024;0.00942863659879673;0.0767148767356547;CNOT1;rna_b;CNOT1
PPIH.rna_b;0.2711307885781;-0.445661193612818;-0.065497133129609;0.0659147823645278;-0.00459102871981046;PPIH;rna_b;PPIH
ARMC5.rna_b;0.205822595443307;-0.271304678043051;-0.275966516568653;-0.0221301062954027;-0.0985372150349657;ARMC5;rna_b;ARMC5
ENSECAG00000009892.rna_b;0.354263230392564;-0.137057132315986;0.101653777862664;0.0208014249752016;-0.19720260382676;ENSECAG00000009892;rna_b;ENSECAG00000009892
CDK19.rna_b;-0.690574757464637;0.446813035859348;0.292561742795229;0.0403913059516921;0.00341487805319466;CDK19;rna_b;CDK19
ARMCX5.rna_b;0.04268228501297;-0.312879542337315;-0.173597932814831;0.191559723868275;-0.100194445169152;ARMCX5;rna_b;ARMCX5
SERPINB1.rna_b;-0.377770767439132;-0.126572696298948;0.387085154101772;0.284728253731041;-0.173872601118361;SERPINB1;rna_b;SERPINB1
CIPC.rna_b;-0.183531326318709;0.131587814733954;0.703458870831048;0.24668022350421;-0.139667133013671;CIPC;rna_b;CIPC
UEVLD.rna_b;-0.652964486187719;-0.157402828328344;0.0268174598167653;0.0229783131603983;-0.107987804760275;UEVLD;rna_b;UEVLD
ZNF425.rna_b;-0.523735299701977;0.206440233490674;-0.371187851515462;0.0767065788212191;0.0449540181737717;ZNF425;rna_b;ZNF425
DDX3X.rna_b;-0.481205498394996;0.55254322863156;-0.0256790158666999;0.0728680833135908;0.164306483774365;DDX3X;rna_b;DDX3X
NDUFV2.rna_b;0.617671212024953;-0.47784430346934;-0.0590908060392909;-0.0571397967714052;-0.112417431160717;NDUFV2;rna_b;NDUFV2
IPO4.rna_b;0.0482854281584914;0.13323014299673;-0.385495106368973;-0.0874879550652161;0.0842908035773401;IPO4;rna_b;IPO4
RBM23.rna_b;-0.0470431348874423;0.298049459763956;-0.0105354197749392;-0.0277525844351473;0.137891156670822;RBM23;rna_b;RBM23
SLC12A7.rna_b;0.0617081589825768;0.0324110295325107;0.609962060562539;-0.0614722544507757;-0.180767806041662;SLC12A7;rna_b;SLC12A7
TRPT1.rna_b;0.158896793062399;-0.436410493212756;-0.0336105805736005;0.287156421052667;0.193921153950308;TRPT1;rna_b;TRPT1
POLR3F.rna_b;-0.403743476481298;-0.0123098526221504;-0.312032149811729;-0.178821211839298;-0.163926602162722;POLR3F;rna_b;POLR3F
IFRD1.rna_b;0.27962617278141;0.570223641890439;0.207775524820053;-0.173731606131739;-0.0458924350861531;IFRD1;rna_b;IFRD1
RAB1A.rna_b;0.349507534425962;0.174819833576515;-0.00977539853838364;-0.153316858906964;-0.115566755456114;RAB1A;rna_b;RAB1A
CSNK1D.rna_b;-0.356717799756417;0.356373589576854;-0.119089810726372;0.030445500263552;0.168688657124513;CSNK1D;rna_b;CSNK1D
SEPSECS.rna_b;-0.459101087991756;-0.141254632404387;-0.0633564081497449;0.44291567620744;-0.248877059640401;SEPSECS;rna_b;SEPSECS
TCERG1.rna_b;-0.041413015491647;0.011599389596121;-0.454651542287182;-0.343562463968449;-0.168524793915761;TCERG1;rna_b;TCERG1
UBE2N.rna_b;-0.100623025279503;0.0895631272864573;-0.35869970696392;0.291016121405934;0.400845138171388;UBE2N;rna_b;UBE2N
NRBP2.rna_b;0.116491255008653;0.215524473945794;-0.415349631640766;-0.0737788053975929;-0.133858228955768;NRBP2;rna_b;NRBP2
NEK6.rna_b;0.661041157371431;0.289915408320323;-0.0244153356419593;-0.157549061687912;0.215932235393218;NEK6;rna_b;NEK6
RTF2.rna_b;0.856149138674038;-0.336709153869326;-0.116164337715851;-0.0416756069421144;0.0532036621833403;RTF2;rna_b;RTF2
ZSCAN16.rna_b;0.119297446706969;-0.245677029465808;-0.0306625739409603;0.175291393832814;-0.215134164108368;ZSCAN16;rna_b;ZSCAN16
GPS1.rna_b;0.749233432973416;-0.266135867805581;0.29621003808345;0.279630679782051;0.284262301609798;GPS1;rna_b;GPS1
TTC33.rna_b;-0.899842815709735;-0.0568783921653076;0.00723528807516855;0.142259882116619;-0.0579873192510943;TTC33;rna_b;TTC33
ADCY5.rna_b;-0.499055304013969;0.0400927137185138;0.145277523414152;0.095659192670381;0.0703631214858706;ADCY5;rna_b;ADCY5
IFT20.rna_b;0.648152617163449;-0.532719724380585;-0.0340520834066265;0.0661293275754829;-0.0841793202680866;IFT20;rna_b;IFT20
EGFR.rna_b;-0.523541787330402;0.28732734838983;-0.495025267208862;-0.111010164318731;0.1876015566919;EGFR;rna_b;EGFR
TBCCD1.rna_b;-0.567519879601945;0.441407894953149;-0.126134495816301;0.209460790907657;-0.0416332386184156;TBCCD1;rna_b;TBCCD1
TMEM88.rna_b;0.0571883363895655;0.664341331354882;0.113198806770183;-0.491048299553656;-0.0204877772127473;TMEM88;rna_b;TMEM88
DUSP1.rna_b;0.148002972086716;0.57116189009703;0.307742653540712;-0.100684322202427;0.10473283744631;DUSP1;rna_b;DUSP1
HECA.rna_b;-0.934748988929299;0.0350181741722198;0.116149754354029;0.11166809350005;-0.0793626832458399;HECA;rna_b;HECA
MSH3.rna_b;-0.693337198761155;-0.052328389538487;0.320733429947055;-0.145585028139948;0.0776685899844344;MSH3;rna_b;MSH3
THY1.rna_b;0.518366331243558;-0.175689118493164;-0.318915495695256;0.039025890678826;0.526143327306756;THY1;rna_b;THY1
PHAX.rna_b;0.531037805739024;-0.27846354727577;-0.14599961204009;-0.0246596592443095;-0.187311120112489;PHAX;rna_b;PHAX
SH3PXD2B.rna_b;-0.0216210420794992;0.111993429734825;0.523569409181974;0.251147615499725;0.271583813400067;SH3PXD2B;rna_b;SH3PXD2B
TIAL1.rna_b;-0.632803168275083;-0.121949228335801;-0.161592815558427;0.0218651704089028;-0.31230192256522;TIAL1;rna_b;TIAL1
AJUBA.rna_b;-0.714355882204429;0.343512095916477;-0.120457029042027;-0.190780611592735;-0.0405143458810633;AJUBA;rna_b;AJUBA
PON3.rna_b;0.0128806828294608;0.542027202621616;0.0674082128756267;0.188734719003315;-0.349634653703585;PON3;rna_b;PON3
NAXD.rna_b;0.494604471471849;-0.300149132162289;0.0351926154099717;-0.0738561749084211;-0.0634502204303187;NAXD;rna_b;NAXD
RGP1.rna_b;-0.708486149102547;0.0516659614329368;0.135271783389229;0.136575097478977;-0.427892050835235;RGP1;rna_b;RGP1
TLE4.rna_b;0.0634648405780715;0.151101909949926;-0.311882656548497;0.0418934884891891;0.432005901609967;TLE4;rna_b;TLE4
ZDHHC7.rna_b;0.0882861312890927;-0.480472241215668;0.401901878166186;0.286414731472734;0.0976006976112543;ZDHHC7;rna_b;ZDHHC7
CEP68.rna_b;-0.86632087480738;-0.0261508842086927;0.186717341732107;-0.154927033618349;-0.113666907837807;CEP68;rna_b;CEP68
PCNP.rna_b;-0.0762498268227128;-0.258825374202985;-0.220935239175613;0.236808165062802;-0.173385260980349;PCNP;rna_b;PCNP
FBXO11.rna_b;-0.589154363747717;0.543682220330824;-0.0842847320038527;0.0746905323885177;-0.275774888780409;FBXO11;rna_b;FBXO11
HTRA1.rna_b;0.534842749140262;0.0385492517551178;-0.344023322363567;-0.25871569926567;0.276530928936615;HTRA1;rna_b;HTRA1
PGP.rna_b;0.446954296707382;-0.251147032388329;0.374193936357054;0.179478661991831;-0.195353953520729;PGP;rna_b;PGP
UBQLN4.rna_b;0.492909217461058;0.192671556010394;0.375264259795952;-0.0446739385508705;-0.0736870420278864;UBQLN4;rna_b;UBQLN4
NUDT22.rna_b;0.525810730229736;-0.598967905038831;0.228934024595814;0.123626936431769;0.0895865177145977;NUDT22;rna_b;NUDT22
YBX2.rna_b;0.226398471538552;-0.340925049870785;0.13252046950466;0.453739481186886;-0.342976241777254;YBX2;rna_b;YBX2
KLHDC2.rna_b;0.702344479226276;-0.196588018383084;-0.0876869256525288;0.0302720184887369;-0.282788950919654;KLHDC2;rna_b;KLHDC2
ERLIN2.rna_b;-0.55891060258591;0.00165689528939984;-0.160849330904396;0.00169634346559613;-0.203786676237366;ERLIN2;rna_b;ERLIN2
MAPKAPK5.rna_b;-0.665703540697134;0.170115082158674;-0.173354498418763;0.0491157175353187;-0.311309014722238;MAPKAPK5;rna_b;MAPKAPK5
EBF4.rna_b;0.408363157266354;0.606502808485919;0.205525611171925;0.0148822345400706;-0.0690702048987818;EBF4;rna_b;EBF4
PRUNE2.rna_b;-0.527430940640974;-0.284729168285443;-0.0741729028201073;-0.0699749814674103;-0.440944086012202;PRUNE2;rna_b;PRUNE2
GRB2.rna_b;0.546496305712639;-0.043076737949286;0.00016546781022888;-0.175950684526765;0.179736952409739;GRB2;rna_b;GRB2
ENSECAG00000010008.rna_b;0.74311321845888;-0.25512902693234;-0.123140342965839;0.15081479835732;0.239928290083454;ENSECAG00000010008;rna_b;ENSECAG00000010008
COG5.rna_b;-0.521488461913052;0.0153099292896697;-0.0512365885961521;-0.0865220414580692;-0.247870125424252;COG5;rna_b;COG5
POP5.rna_b;0.741217686762295;-0.134209865254889;-0.334564448682049;-0.122256975327805;0.13126103744194;POP5;rna_b;POP5
ENSECAG00000010013.rna_b;0.266068269138081;-0.0764957469250634;-0.0368602020912795;-0.0734218486490453;-0.0166511358120848;ENSECAG00000010013;rna_b;ENSECAG00000010013
YARS1.rna_b;0.574200637219769;-0.119092197182108;-0.278282967232779;-0.343871297592309;0.1767992797426;YARS1;rna_b;YARS1
NUDT15.rna_b;-0.0526420410408386;-0.0868775962928403;0.168147690533277;-0.180805433056794;0.117490856310419;NUDT15;rna_b;NUDT15
IQCN.rna_b;0.294135562341603;0.533147360041057;0.414319107465842;-0.107011696091519;0.0487369618663081;IQCN;rna_b;IQCN
PEX11A.rna_b;0.06531895365143;-0.124303443853104;0.124574778277619;0.0836499317489916;-0.416633276284711;PEX11A;rna_b;PEX11A
EVPL.rna_b;0.0532254015966109;0.0227092234031347;0.0467003228819281;0.505213481482594;-0.520513898761768;EVPL;rna_b;EVPL
ZDHHC3.rna_b;0.110338771473987;0.0120817517597269;-0.0113338191812686;-0.0665130801164149;0.16435471026019;ZDHHC3;rna_b;ZDHHC3
PPP1R10.rna_b;-0.102864445704115;0.409360002953583;0.158713912899928;-0.136034387715503;0.276254660363066;PPP1R10;rna_b;PPP1R10
SCUBE2.rna_b;-0.444291740719857;0.216617148130444;0.138358110245934;0.35907511182175;0.284870283065022;SCUBE2;rna_b;SCUBE2
SLC15A3.rna_b;0.528485346521324;0.202165326251894;-0.428437911555423;-0.256361736066093;0.241740138676625;SLC15A3;rna_b;SLC15A3
SFI1.rna_b;0.170674130295259;0.0431497746451529;0.074008396729641;0.253251858741927;-0.217602544819844;SFI1;rna_b;SFI1
BUB3.rna_b;0.0935876415473847;0.284662548034545;-0.29300899032262;-0.0725946544580309;0.254507549599199;BUB3;rna_b;BUB3
IGSF11.rna_b;0.0484630785390241;-0.0862039055500095;0.244399695983575;0.204924936178917;-0.559661725102639;IGSF11;rna_b;IGSF11
CNPPD1.rna_b;0.638852249503627;-0.0837088337748402;0.408885763506465;0.00723427724294372;0.217552282134047;CNPPD1;rna_b;CNPPD1
CHD3.rna_b;-0.181146126261756;0.656598590564728;0.153286754952348;0.177507116059549;0.0302144268728313;CHD3;rna_b;CHD3
FLNC.rna_b;-0.249923374273492;-0.147924827167799;0.237828011956391;0.17864165684433;-0.26888072518123;FLNC;rna_b;FLNC
TXLNB.rna_b;-0.676579217966531;0.208642418613474;0.0198663908643096;0.16757808390424;0.0560118979190521;TXLNB;rna_b;TXLNB
CA9.rna_b;0.312829647668249;-0.0614400246275172;0.389947339578438;-0.0953218467972095;-0.145346452384841;CA9;rna_b;CA9
POLR1B.rna_b;-0.291454511550424;-0.478112741434207;0.0932071841367396;-0.110715258235648;0.0586668453394844;POLR1B;rna_b;POLR1B
OXCT2.rna_b;0.244387711716596;-0.00966205067209235;-0.186515010573691;0.135361149215803;-0.0925336544394983;OXCT2;rna_b;OXCT2
PLCL2.rna_b;0.369262250613797;0.308839143743912;0.453590290499717;0.016286743214333;0.0277292375021678;PLCL2;rna_b;PLCL2
ZNF484.rna_b;-0.842301760736074;0.00574713592440302;-0.263386378797894;-0.0596032936111466;0.0438333769279877;ZNF484;rna_b;ZNF484
COG2.rna_b;0.253004756624953;-0.251888194327726;-0.0381329984806492;-0.241666204973776;0.0544220616552072;COG2;rna_b;COG2
MAP2K6.rna_b;0.193869482891789;0.0119105816833915;0.107060696444859;0.142108800566809;0.0758084101812022;MAP2K6;rna_b;MAP2K6
ACP1.rna_b;0.68795409581476;-0.10541183173012;0.0409400934332915;0.0805015514907687;-0.307854761897358;ACP1;rna_b;ACP1
PDK3.rna_b;-0.867605710610915;0.099674881282638;0.0665469197145525;-0.0955127338269021;-0.291528812909715;PDK3;rna_b;PDK3
CDC5L.rna_b;-0.868390619720945;0.0731162201268101;0.17500694945118;-0.129149995877126;-0.0696619354225508;CDC5L;rna_b;CDC5L
DNAJC10.rna_b;-0.568964002703194;-0.278876585201833;0.0569714800014745;0.328368666657549;-0.0442711433409472;DNAJC10;rna_b;DNAJC10
PRDX4.rna_b;0.439647521968644;-0.299526195682296;0.103633240784835;-0.0594990790402466;0.318968591251001;PRDX4;rna_b;PRDX4
KATNA1.rna_b;0.751160126379089;-0.386225224461441;0.0646315858364925;-0.136170294016096;-0.0137226531778242;KATNA1;rna_b;KATNA1
GNAI3.rna_b;-0.323181859559966;0.403919818499252;-0.267361861046818;-0.310192488525023;0.154725497478271;GNAI3;rna_b;GNAI3
SLC25A36.rna_b;-0.75618250545434;0.0630421845797586;-0.28477632980083;-0.0444046315264563;-0.31849228118275;SLC25A36;rna_b;SLC25A36
ENSECAG00000010097.rna_b;0.223711118460388;-0.492041034289165;0.138686413006614;0.0615036610346372;-0.316333061612395;ENSECAG00000010097;rna_b;ENSECAG00000010097
GDPD5.rna_b;0.166764378189804;-0.182834798801677;-0.292026557812163;-0.0436986331366562;0.134577799782265;GDPD5;rna_b;GDPD5
SLC26A11.rna_b;-0.181630287813899;0.0390762211263537;-0.122438524946419;-0.0409755092529594;0.124684338806751;SLC26A11;rna_b;SLC26A11
ZC3H7B.rna_b;-0.333644566801629;0.493858151439556;-0.144094649654208;-0.0576602049855058;0.42423593360269;ZC3H7B;rna_b;ZC3H7B
TBCD.rna_b;-0.138809800682669;0.0724618786080719;0.351356744529937;0.0909625035848048;0.0951974587416253;TBCD;rna_b;TBCD
NCEH1.rna_b;-0.540674259212119;-0.318433182110853;0.226780764481301;-0.0904080708279589;-0.20603946189873;NCEH1;rna_b;NCEH1
TAGLN2.rna_b;0.412047333808025;0.489365891200175;-0.00111757515091426;-0.160012644620622;0.242320565355594;TAGLN2;rna_b;TAGLN2
ITPRIP.rna_b;-0.328360567958896;0.568751892140491;0.213296395249918;-0.0525488301465228;0.117476730273781;ITPRIP;rna_b;ITPRIP
IGF1.rna_b;0.0721825578506174;-0.205765050745422;-0.541919072112024;0.149243131169771;0.216964191909271;IGF1;rna_b;IGF1
U2AF2.rna_b;0.207735483662193;0.444771006014925;0.0772906489810263;-0.0784913423234288;0.173597250900387;U2AF2;rna_b;U2AF2
SNAI2.rna_b;0.120185387421158;0.1583712106201;-0.41504894345636;-0.231293152372059;0.433264669295539;SNAI2;rna_b;SNAI2
TMEM143.rna_b;0.124647525648833;-0.208672332486334;0.572931503030511;-0.214404117464414;0.108517568730253;TMEM143;rna_b;TMEM143
ACSL6.rna_b;-0.450469202281875;-0.186792033007418;-0.189700707263777;0.0623765362607366;-0.150020380204334;ACSL6;rna_b;ACSL6
INSR.rna_b;-0.871754952894441;0.0322451493332686;0.264276457575306;0.133949865827132;0.00701870737855415;INSR;rna_b;INSR
SEMA4D.rna_b;0.153849729905267;0.136994910521446;0.669866744971052;0.39222768467885;0.19604570659651;SEMA4D;rna_b;SEMA4D
RAD9A.rna_b;-0.13845810258384;0.206516477884013;0.363491443214984;-0.122922037278018;0.0659191930812742;RAD9A;rna_b;RAD9A
HMGB2.rna_b;0.541746113206751;-0.333813743623454;-0.171378636041882;0.146604024182864;0.0486761262585118;HMGB2;rna_b;HMGB2
TENT4A.rna_b;-0.125017323135199;0.385221029767351;0.149279421562527;0.240564721238759;-0.0848899655924514;TENT4A;rna_b;TENT4A
PPP3CA.rna_b;-0.157009187530729;0.00204870671737084;0.296751375355501;0.0343121366868007;-0.143400732728949;PPP3CA;rna_b;PPP3CA
MVB12A.rna_b;0.777014307342463;-0.336004841006056;0.174456179559119;0.157448462015512;0.0900924153917105;MVB12A;rna_b;MVB12A
LSM4.rna_b;0.750973574340358;-0.319351306632367;-0.0281746725704404;-0.0644783531147163;0.105673092788526;LSM4;rna_b;LSM4
LPL.rna_b;-0.544293454465537;-0.396888387617481;0.0827038325828781;0.111702476338877;-0.175872779345093;LPL;rna_b;LPL
TMEM101.rna_b;0.535920554866015;-0.272987099318631;0.0178221360207677;0.0184739299637934;0.200287919168882;TMEM101;rna_b;TMEM101
EXOC3.rna_b;0.409448282102115;0.117817985252807;-0.0852600437079992;-0.0406229434492344;-0.509994961512276;EXOC3;rna_b;EXOC3
KAT7.rna_b;-0.0933427737888685;0.326507641356741;0.129768027668013;-0.108410826519196;-0.0399453840581189;KAT7;rna_b;KAT7
DEAF1.rna_b;0.397103957650124;-0.125524644086342;0.315892070902775;0.314136858369079;0.142148414346045;DEAF1;rna_b;DEAF1
TIMM10.rna_b;0.694791485008792;-0.539819056960588;-0.227715829833643;0.0502820555085246;-0.012876269273128;TIMM10;rna_b;TIMM10
IFIT3.rna_b;0.240517472920974;-0.172758715603871;-0.162468570399229;-0.0170978118970153;0.221278738802759;IFIT3;rna_b;IFIT3
MRPL17.rna_b;0.850780355343228;-0.281935925796026;-0.14225685558;0.163806523906342;-0.018801085563929;MRPL17;rna_b;MRPL17
RPL15.rna_b;0.671277262349181;-0.351003049513428;-0.354593062614574;0.124121893595429;0.208792086820613;RPL15;rna_b;RPL15
SPAST.rna_b;-0.222000165682957;0.344073837783594;0.285358002048762;0.301998664763324;0.172411781993989;SPAST;rna_b;SPAST
PIGA.rna_b;-0.342503968959602;-0.121514648879151;-0.171755991324039;-0.244895173895585;0.293635624729155;PIGA;rna_b;PIGA
NDUFS8.rna_b;0.79845903935914;-0.406249070776048;-0.0453387144678364;-0.0654653630128314;-0.0791362116049659;NDUFS8;rna_b;NDUFS8
SPOUT1.rna_b;0.7019694227509;0.105838967497961;-0.337913123556813;-0.0229646213069229;0.189111835575082;SPOUT1;rna_b;SPOUT1
ITGB4.rna_b;0.264461798417182;0.287925231897352;-0.0161056762736272;-0.225162809313043;0.22664519681672;ITGB4;rna_b;ITGB4
TOMM40L.rna_b;0.52412584645309;-0.0266956740801148;0.365506045365901;0.191211645372639;0.187995387631703;TOMM40L;rna_b;TOMM40L
SLC25A16.rna_b;-0.363080597655937;0.34142119465839;-0.122848388941844;-0.197405504946165;0.169340420877653;SLC25A16;rna_b;SLC25A16
